StudentID,Name,Gender,Age,Course,Department,Year,GPA,Attendance_,City,AdmissionYear,FeePaid,Scholarship,PlacementStatus,InternshipsCompleted
STU01219,Alisha Rau,Female,24,BBA,Electronics,4,6.42,63.8,Chennai,2022,Yes,No,In Progress,3
STU01220,Samarth Deshmukh,Female,22,MCA,Electronics,4,7.83,70.3,Hyderabad,2019,No,No,Not Placed,3
STU01221,Rhea Hora,Female,20,MCA,Civil,2,6.12,62.9,Visakhapatnam,2021,No,Yes,Not Placed,2
STU01222,Anaya Gill,Male,18,BBA,Electrical,2,6.75,68.8,Pune,2024,No,Yes,In Progress,0
STU01223,Shanaya Lad,Male,23,BBA,Electronics,3,7.14,78.7,Vijayawada,2021,No,No,Not Placed,1
STU01224,Ayesha Deshpande,Female,22,B.Com,Electrical,3,6.18,68.3,Hyderabad,2022,Yes,Yes,Placed,0
STU01225,Tarini Subramaniam,Female,19,M.Tech,Mechanical,1,8.49,61.9,Vijayawada,2023,Yes,No,Placed,3
STU01226,Rati Rana,Male,26,B.Com,Management,2,7.26,66.3,Hyderabad,2020,Yes,Yes,In Progress,1
STU01227,Mannat Choudhury,Male,18,B.Com,Electronics,4,9.35,69.0,Vijayawada,2022,Yes,Yes,Placed,0
STU01228,Prerak Karnik,Male,22,MCA,Civil,3,6.27,80.3,Chennai,2024,Yes,Yes,Not Placed,0
STU01229,Mamooty Bhakta,Male,26,MBA,Electronics,1,6.08,61.8,Delhi,2022,Yes,Yes,In Progress,2
STU01230,Nirvi Behl,Male,23,BBA,Mechanical,4,8.55,87.1,Chennai,2020,Yes,Yes,Placed,2
STU01231,Ojas Kale,Female,26,BBA,Electronics,4,8.74,80.9,Mumbai,2024,No,No,Not Placed,3
STU01232,Neysa Mander,Male,26,B.Sc,Electronics,4,8.96,67.9,Mumbai,2020,No,No,Not Placed,3
STU01233,Hazel Dora,Male,24,B.Com,Electrical,1,7.6,88.5,Chennai,2021,Yes,No,In Progress,2
STU01234,Seher Toor,Female,24,BBA,Mechanical,2,9.37,94.3,Pune,2019,No,No,Not Placed,1
STU01235,Abram Srivastava,Female,17,BBA,Mechanical,4,6.56,65.5,Delhi,2019,Yes,No,Not Placed,3
STU01236,Jiya Bobal,Female,18,M.Tech,Management,4,8.07,73.5,Delhi,2019,No,Yes,Not Placed,1
STU01237,Hunar Saran,Male,25,B.Com,Electronics,2,9.77,65.5,Visakhapatnam,2019,No,Yes,In Progress,2
STU01238,Aaryahi Barad,Female,17,B.Tech,Civil,4,8.93,77.5,Bangalore,2021,No,No,Not Placed,3
STU01239,Jivin Bhavsar,Female,22,BBA,Management,1,8.85,87.7,Pune,2024,Yes,Yes,In Progress,2
STU01240,Divit Swaminathan,Male,21,B.Sc,Mechanical,2,8.15,70.5,Hyderabad,2019,Yes,Yes,Placed,1
STU01241,Pihu Gera,Male,17,BBA,Electronics,2,8.94,93.6,Bangalore,2022,No,No,Placed,0
STU01242,Onkar Chadha,Male,18,B.Com,Commerce,4,5.78,77.8,Pune,2025,Yes,No,Not Placed,2
STU01243,Indrajit Sant,Male,26,MCA,Civil,3,7.9,93.8,Vijayawada,2023,No,No,In Progress,1
STU01244,Manikya Chanda,Female,17,B.Sc,Management,1,7.58,72.5,Vijayawada,2022,No,No,Not Placed,0
STU01245,Divyansh Sarma,Male,18,MCA,Mechanical,2,8.87,93.5,Delhi,2025,Yes,No,Not Placed,3
STU01246,Shray Sama,Female,17,BBA,Electronics,3,5.85,66.2,Mumbai,2021,No,Yes,Not Placed,3
STU01247,Dhanush Som,Female,24,B.Sc,Civil,4,6.94,74.1,Mumbai,2019,No,Yes,In Progress,1
STU01248,Umang Rau,Female,26,BBA,Civil,2,6.55,90.6,Mumbai,2021,No,Yes,Placed,0
STU01249,Purab Srinivas,Male,17,B.Tech,Computer Science,1,7.82,78.7,Pune,2020,Yes,Yes,Placed,0
STU01250,Shamik Kurian,Male,19,B.Sc,Electrical,3,8.45,91.4,Vijayawada,2024,No,Yes,Not Placed,0
STU01251,Anahi Dutt,Female,24,B.Tech,Electronics,1,8.14,91.2,Bangalore,2019,Yes,Yes,Not Placed,2
STU01252,Ivan Dani,Male,25,MBA,Management,1,8.13,65.3,Bangalore,2025,No,No,Not Placed,1
STU01253,Keya Dora,Female,25,M.Tech,Electrical,1,9.16,85.3,Vijayawada,2022,No,No,Not Placed,3
STU01254,Prerak Soman,Male,24,BBA,Management,2,9.73,71.8,Chennai,2025,No,Yes,In Progress,1
STU01255,Miraan Taneja,Male,18,B.Tech,Computer Science,1,9.26,65.6,Vijayawada,2023,No,Yes,Not Placed,2
STU01256,Mehul Raj,Female,17,MBA,Mechanical,4,7.26,95.3,Delhi,2022,No,Yes,Placed,3
STU01257,Vritika Acharya,Male,24,B.Sc,Electrical,1,5.63,92.4,Pune,2019,No,No,In Progress,3
STU01258,Vaibhav Issac,Male,17,MCA,Commerce,3,6.07,72.4,Chennai,2022,No,No,Not Placed,3
STU01259,Biju Choudhury,Male,19,B.Tech,Civil,3,5.68,65.3,Mumbai,2020,No,No,Placed,0
STU01260,Shamik Lad,Male,20,M.Tech,Electrical,3,8.14,72.8,Chennai,2025,Yes,No,Not Placed,2
STU01261,Baiju Sami,Female,25,MBA,Civil,2,8.81,87.8,Pune,2022,Yes,No,Placed,2
STU01262,Stuvan Lall,Female,26,B.Com,Computer Science,4,8.2,90.1,Visakhapatnam,2023,No,No,Not Placed,1
STU01263,Samiha Trivedi,Female,17,BBA,Electrical,3,9.16,91.0,Visakhapatnam,2024,No,No,Placed,1
STU01264,Hunar Bhatia,Female,17,MCA,Civil,2,5.51,61.8,Vijayawada,2022,Yes,No,In Progress,0
STU01265,Mohanlal Mander,Female,25,BBA,Electronics,2,8.34,70.9,Delhi,2023,Yes,Yes,Placed,1
STU01266,Ayesha Bhatia,Male,19,B.Tech,Commerce,4,6.91,69.3,Vijayawada,2019,No,Yes,Placed,2
STU01267,Anahi Cherian,Male,21,M.Tech,Electrical,4,9.4,67.8,Vijayawada,2020,Yes,No,In Progress,0
STU01268,Neelofar Dani,Male,18,B.Tech,Mechanical,1,9.53,96.2,Pune,2025,Yes,No,Not Placed,0
STU01269,Mishti Zachariah,Female,18,MBA,Management,4,6.03,85.4,Delhi,2023,No,Yes,Placed,3
STU01270,Rania Bala,Male,19,MCA,Mechanical,3,5.58,94.7,Delhi,2024,Yes,Yes,Placed,1
STU01271,Hiran Wadhwa,Female,20,BBA,Management,3,6.96,74.8,Chennai,2019,No,Yes,Placed,3
STU01272,Devansh Brahmbhatt,Female,22,MCA,Electronics,1,6.48,85.0,Delhi,2024,No,No,Placed,0
STU01273,Alisha Ramachandran,Female,17,B.Tech,Civil,2,7.96,60.7,Delhi,2019,No,No,Not Placed,0
STU01274,Vaibhav Swamy,Female,25,B.Sc,Management,1,7.74,89.1,Delhi,2023,Yes,No,Placed,0
STU01275,Urvi Bera,Male,17,MCA,Management,3,6.84,91.2,Vijayawada,2020,No,Yes,In Progress,1
STU01276,Siya Chaudhari,Male,24,M.Tech,Electrical,4,6.71,92.3,Vijayawada,2020,Yes,No,In Progress,2
STU01277,Ela Mani,Female,18,BBA,Computer Science,1,6.91,87.0,Bangalore,2021,Yes,Yes,Not Placed,2
STU01278,Anahita Dara,Female,21,B.Com,Computer Science,2,6.41,90.4,Bangalore,2023,Yes,Yes,In Progress,2
STU01279,Lakshay Sekhon,Female,18,MBA,Commerce,3,9.35,88.6,Delhi,2019,Yes,No,Not Placed,0
STU01280,Indranil Contractor,Female,23,B.Sc,Computer Science,1,5.52,93.9,Bangalore,2023,Yes,No,Not Placed,1
STU01281,Jivin Bose,Female,20,MBA,Electronics,2,6.94,67.0,Chennai,2019,Yes,Yes,Placed,1
STU01282,Lakshay Dasgupta,Male,17,BBA,Computer Science,3,8.92,89.5,Mumbai,2023,Yes,No,Placed,3
STU01283,Hansh Ray,Female,20,B.Sc,Management,3,6.09,97.0,Bangalore,2021,No,No,In Progress,3
STU01284,Emir Keer,Male,26,B.Com,Commerce,4,9.7,75.4,Chennai,2019,Yes,No,In Progress,0
STU01285,Eshani Sen,Female,19,M.Tech,Mechanical,2,5.67,97.9,Visakhapatnam,2024,Yes,Yes,Not Placed,0
STU01286,Azad Shenoy,Female,20,MBA,Computer Science,2,5.98,86.5,Pune,2024,No,Yes,Placed,1
STU01287,Nitya Sharma,Female,20,M.Tech,Commerce,1,7.09,97.1,Chennai,2025,No,No,Placed,3
STU01288,Anvi Khanna,Male,23,B.Com,Mechanical,2,7.6,70.4,Pune,2022,Yes,No,Placed,0
STU01289,Yuvraj  Banerjee,Female,19,MCA,Management,1,7.47,71.0,Vijayawada,2024,No,Yes,Not Placed,1
STU01290,Aarav Gour,Female,20,BBA,Management,1,8.88,80.1,Pune,2022,No,No,Placed,2
STU01291,Myra Barad,Male,24,MCA,Civil,4,6.19,68.4,Mumbai,2021,Yes,Yes,Placed,1
STU01292,Damini Handa,Male,18,B.Tech,Electrical,3,6.6,63.8,Bangalore,2023,No,No,Placed,2
STU01293,Divij Wali,Male,19,B.Com,Management,2,9.62,95.4,Hyderabad,2025,Yes,No,Not Placed,3
STU01294,Saanvi Gole,Female,21,MBA,Electrical,1,6.33,64.1,Visakhapatnam,2022,No,No,In Progress,3
STU01295,Amira Lall,Male,22,M.Tech,Management,3,7.13,83.7,Delhi,2019,Yes,No,Not Placed,1
STU01296,Parinaaz Sen,Male,20,MBA,Electrical,4,7.35,81.4,Mumbai,2020,Yes,Yes,Placed,1
STU01297,Akarsh Bora,Male,20,BBA,Civil,1,8.43,97.1,Visakhapatnam,2019,No,Yes,Not Placed,0
STU01298,Kaira Kamdar,Male,22,B.Tech,Electrical,1,7.26,97.7,Visakhapatnam,2023,No,Yes,In Progress,0
STU01299,Divyansh Bera,Female,21,B.Tech,Management,3,8.07,88.4,Chennai,2025,Yes,Yes,In Progress,0
STU01300,Azad Char,Female,17,MCA,Civil,2,7.27,72.6,Mumbai,2025,Yes,Yes,In Progress,2
STU01301,Ranbir Jayaraman,Female,20,B.Com,Management,4,8.49,61.0,Chennai,2023,Yes,Yes,Placed,1
STU01302,Samiha Bhasin,Male,24,M.Tech,Computer Science,2,9.06,67.5,Visakhapatnam,2020,No,No,In Progress,1
STU01303,Nirvi Hegde,Male,18,B.Tech,Computer Science,2,8.2,93.4,Chennai,2021,No,No,Not Placed,3
STU01304,Gokul Raju,Male,19,B.Tech,Mechanical,3,7.79,86.0,Visakhapatnam,2019,No,Yes,Placed,1
STU01305,Raghav Bajwa,Male,26,BBA,Computer Science,4,8.51,66.3,Visakhapatnam,2020,No,No,Not Placed,3
STU01306,Devansh Venkatesh,Female,21,B.Sc,Electronics,4,6.86,83.0,Mumbai,2021,Yes,Yes,In Progress,3
STU01307,Chirag Agate,Female,23,B.Tech,Management,1,8.49,94.2,Chennai,2025,Yes,Yes,Placed,1
STU01308,Ehsaan Raj,Male,22,MBA,Mechanical,2,9.4,79.3,Bangalore,2020,Yes,Yes,Not Placed,2
STU01309,Yakshit Ravel,Male,18,B.Com,Electronics,2,6.27,76.3,Chennai,2025,Yes,Yes,In Progress,3
STU01310,Tarini Bajwa,Male,17,B.Tech,Civil,1,8.77,77.5,Hyderabad,2024,No,No,Placed,0
STU01311,Krish Sur,Male,24,MCA,Management,1,6.89,88.8,Bangalore,2019,Yes,Yes,Not Placed,2
STU01312,Gokul Sathe,Female,21,B.Tech,Management,1,6.14,73.4,Vijayawada,2024,No,Yes,Placed,0
STU01313,Lavanya Varghese,Male,19,MBA,Management,2,8.37,80.5,Chennai,2023,No,No,Not Placed,0
STU01314,Amira Kaul,Male,21,B.Com,Civil,4,7.68,77.8,Visakhapatnam,2019,Yes,Yes,Not Placed,2
STU01315,Nehmat Sur,Female,26,M.Tech,Electrical,1,8.61,70.5,Bangalore,2021,Yes,No,Placed,3
STU01316,Raunak Chaudry,Female,19,B.Sc,Management,3,6.48,72.2,Mumbai,2023,Yes,No,In Progress,0
STU01317,Madhup Dugal,Female,26,MBA,Commerce,1,7.52,75.5,Delhi,2024,Yes,No,Placed,1
STU01318,Pranay Sekhon,Male,25,B.Sc,Computer Science,1,8.95,95.3,Hyderabad,2021,No,No,Not Placed,2
STU01319,Amani Suresh,Female,20,MCA,Commerce,2,9.58,78.9,Bangalore,2023,Yes,Yes,Not Placed,2
STU01320,Romil Rao,Female,23,B.Sc,Mechanical,1,8.5,83.5,Vijayawada,2020,No,Yes,Placed,0
STU01321,Mamooty Mahajan,Male,21,B.Sc,Civil,2,8.61,92.1,Vijayawada,2021,No,Yes,Placed,3
STU01322,Rasha Chaudhari,Female,21,MCA,Computer Science,4,9.57,84.0,Hyderabad,2021,Yes,No,Placed,3
STU01323,Hazel Lad,Male,24,MCA,Mechanical,3,7.84,67.1,Mumbai,2021,Yes,Yes,Not Placed,3
STU01324,Abram Sachdeva,Male,22,MCA,Electrical,3,7.98,91.0,Visakhapatnam,2023,Yes,Yes,In Progress,1
STU01325,Pranay Kale,Male,21,MCA,Electrical,3,9.68,77.7,Hyderabad,2024,Yes,No,Not Placed,1
STU01326,Raunak Dar,Male,23,B.Sc,Mechanical,2,9.04,67.4,Visakhapatnam,2025,No,No,Placed,0
STU01327,Nitara Lanka,Male,20,B.Tech,Computer Science,4,7.51,93.4,Bangalore,2023,Yes,Yes,In Progress,1
STU01328,Ishita Baral,Male,18,BBA,Mechanical,2,8.27,98.0,Bangalore,2022,Yes,No,In Progress,3
STU01329,Lagan Mand,Male,19,MCA,Electrical,4,7.49,79.0,Visakhapatnam,2019,No,Yes,Placed,0
STU01330,Dishani Sibal,Female,22,MBA,Computer Science,3,7.28,80.9,Pune,2025,Yes,Yes,In Progress,3
STU01331,Anika Kalita,Male,23,B.Com,Commerce,3,9.71,64.5,Delhi,2025,No,Yes,In Progress,2
STU01332,Divyansh Anand,Female,20,B.Sc,Computer Science,1,8.1,90.7,Visakhapatnam,2021,No,Yes,Not Placed,3
STU01333,Anay Swamy,Male,20,B.Com,Management,1,6.1,97.9,Chennai,2023,Yes,Yes,Placed,1
STU01334,Aarush Kunda,Male,25,BBA,Electrical,3,7.3,63.5,Mumbai,2021,Yes,No,In Progress,0
STU01335,Anay Sood,Female,17,MCA,Electrical,1,8.91,69.0,Bangalore,2025,No,No,Placed,1
STU01336,Tanya Sinha,Female,23,BBA,Management,1,9.56,93.2,Mumbai,2019,Yes,Yes,In Progress,0
STU01337,Indranil Bumb,Male,19,MCA,Management,1,6.16,77.3,Visakhapatnam,2022,No,Yes,Not Placed,2
STU01338,Zain Dass,Female,23,B.Com,Computer Science,4,7.87,76.6,Chennai,2023,Yes,No,In Progress,1
STU01339,Myra Hora,Male,25,MBA,Management,3,8.72,61.5,Pune,2021,Yes,No,Placed,2
STU01340,Aarush Gole,Male,20,B.Com,Mechanical,4,8.37,80.9,Visakhapatnam,2025,Yes,No,In Progress,2
STU01341,Shlok Varty,Female,26,MBA,Commerce,1,5.94,74.1,Bangalore,2019,Yes,Yes,Not Placed,2
STU01342,Uthkarsh Jani,Female,26,MBA,Mechanical,1,9.78,97.7,Mumbai,2024,Yes,No,In Progress,2
STU01343,Advik Barad,Male,19,MCA,Electronics,4,9.32,71.2,Delhi,2019,No,No,In Progress,0
STU01344,Onkar Bhakta,Male,18,B.Com,Computer Science,3,8.16,97.0,Chennai,2023,Yes,Yes,Placed,2
STU01345,Ryan Taneja,Male,25,MCA,Mechanical,4,7.92,96.5,Pune,2022,Yes,No,Placed,3
STU01346,Shalv Deshpande,Male,21,M.Tech,Computer Science,4,7.3,93.9,Visakhapatnam,2025,No,Yes,In Progress,1
STU01347,Saksham Rajan,Female,17,B.Com,Commerce,3,6.55,96.1,Delhi,2024,Yes,Yes,Not Placed,0
STU01348,Seher Chakraborty,Female,25,B.Sc,Commerce,4,5.63,90.6,Chennai,2021,Yes,No,Not Placed,2
STU01349,Saanvi Varghese,Male,25,B.Tech,Management,4,7.13,75.5,Pune,2023,Yes,Yes,Not Placed,0
STU01350,Miraan Tripathi,Female,20,M.Tech,Management,2,6.32,80.1,Vijayawada,2025,No,Yes,Not Placed,1
STU01351,Fateh Kumar,Male,24,B.Sc,Electronics,3,7.69,83.8,Visakhapatnam,2025,Yes,Yes,Placed,0
STU01352,Yakshit Mahajan,Male,23,M.Tech,Management,4,7.18,93.6,Visakhapatnam,2023,Yes,Yes,Placed,0
STU01353,Hiran Suresh,Female,25,M.Tech,Mechanical,3,9.67,92.5,Hyderabad,2025,Yes,Yes,In Progress,2
STU01354,Aarna Sha,Male,26,B.Tech,Electrical,1,8.67,62.1,Pune,2025,No,Yes,In Progress,3
STU01355,Anay Dara,Female,24,M.Tech,Mechanical,1,7.08,84.2,Pune,2024,No,Yes,In Progress,2
STU01356,Gatik Sarma,Male,26,BBA,Mechanical,1,9.55,93.6,Chennai,2024,No,No,Not Placed,0
STU01357,Samar Jhaveri,Male,19,MBA,Management,1,9.25,87.5,Bangalore,2024,No,No,Not Placed,0
STU01358,Yashvi Konda,Male,19,BBA,Electronics,3,9.67,67.5,Delhi,2019,No,Yes,Not Placed,1
STU01359,Manjari Doshi,Male,19,B.Sc,Electrical,4,7.51,95.2,Bangalore,2019,No,Yes,Placed,1
STU01360,Hunar Badami,Female,24,B.Tech,Civil,1,8.73,69.0,Delhi,2020,No,Yes,Not Placed,0
STU01361,Tiya Bhardwaj,Male,19,B.Sc,Mechanical,4,9.33,80.7,Delhi,2019,No,No,Placed,1
STU01362,Heer Karnik,Female,17,MCA,Civil,3,5.68,91.1,Visakhapatnam,2023,No,No,Not Placed,1
STU01363,Kanav Ray,Female,25,M.Tech,Electrical,1,7.52,64.1,Chennai,2022,Yes,No,Placed,0
STU01364,Indranil Swaminathan,Male,21,B.Tech,Management,2,5.9,78.7,Mumbai,2024,Yes,Yes,Placed,2
STU01365,Nirvi Majumdar,Male,25,M.Tech,Management,4,8.64,83.0,Visakhapatnam,2025,Yes,No,Placed,1
STU01366,Heer Vala,Female,26,MBA,Commerce,3,5.63,68.7,Mumbai,2022,No,Yes,Not Placed,0
STU01367,Umang Gopal,Male,22,BBA,Civil,1,9.2,78.9,Hyderabad,2022,No,Yes,Not Placed,1
STU01368,Aniruddh Gaba,Female,22,B.Tech,Commerce,2,6.46,73.3,Hyderabad,2020,Yes,Yes,Not Placed,3
STU01369,Kiara Rattan,Male,22,B.Tech,Commerce,3,7.95,87.8,Mumbai,2022,Yes,Yes,Not Placed,0
STU01370,Jiya Balakrishnan,Male,19,MBA,Electronics,3,7.35,83.1,Hyderabad,2020,No,Yes,Not Placed,0
STU01371,Akarsh Chander,Male,21,MBA,Commerce,2,9.12,76.5,Delhi,2024,No,No,In Progress,0
STU01372,Samarth Ganesan,Female,18,M.Tech,Computer Science,3,7.44,80.7,Delhi,2021,No,Yes,Placed,1
STU01373,Raunak Thakkar,Female,21,MBA,Civil,4,7.55,80.5,Mumbai,2022,Yes,Yes,Placed,0
STU01374,Mishti Wadhwa,Female,19,M.Tech,Commerce,4,8.12,78.7,Chennai,2022,Yes,No,Not Placed,1
STU01375,Badal Kaur,Male,20,BBA,Commerce,1,8.27,72.1,Delhi,2025,Yes,No,Placed,2
STU01376,Rohan Tara,Male,17,B.Tech,Commerce,3,9.78,74.5,Bangalore,2025,No,No,Placed,2
STU01377,Onkar Bawa,Female,20,MBA,Mechanical,3,7.11,69.5,Chennai,2025,No,No,Not Placed,2
STU01378,Lakshit Deshmukh,Male,20,B.Sc,Commerce,2,9.59,86.0,Bangalore,2024,No,No,Not Placed,3
STU01379,Sara Ratti,Male,22,B.Sc,Electrical,1,8.43,72.5,Mumbai,2024,No,No,Placed,1
STU01380,Chirag Gour,Male,25,BBA,Electronics,2,8.49,73.0,Bangalore,2025,No,Yes,In Progress,3
STU01381,Sara Goswami,Male,26,B.Com,Electrical,1,7.61,70.0,Delhi,2024,No,No,Not Placed,2
STU01382,Hansh Badal,Male,24,MCA,Electrical,2,6.33,83.9,Pune,2019,Yes,Yes,Placed,0
STU01383,Shamik Bir,Male,23,B.Sc,Electronics,3,6.51,90.2,Vijayawada,2023,Yes,No,Placed,2
STU01384,Ivan Barad,Female,26,B.Com,Civil,1,9.06,67.7,Visakhapatnam,2021,Yes,Yes,Not Placed,3
STU01385,Aaryahi Madan,Male,26,M.Tech,Management,1,8.93,77.0,Vijayawada,2020,No,Yes,Placed,0
STU01386,Saanvi Deo,Female,25,B.Com,Management,1,8.84,66.7,Hyderabad,2019,No,Yes,In Progress,1
STU01387,Hunar Sodhi,Male,19,MCA,Civil,1,7.05,68.9,Delhi,2021,No,No,In Progress,3
STU01388,Nirvaan Roy,Female,21,BBA,Computer Science,3,8.82,79.2,Chennai,2025,No,No,Placed,3
STU01389,Onkar Reddy,Female,22,M.Tech,Electrical,3,9.34,70.6,Vijayawada,2024,No,No,Placed,1
STU01390,Yasmin Mandal,Male,17,B.Com,Electronics,1,8.99,76.3,Hyderabad,2019,No,Yes,Placed,1
STU01391,Seher Chaudry,Male,19,MCA,Electrical,3,6.49,84.6,Bangalore,2024,Yes,Yes,Not Placed,2
STU01392,Charvi Chauhan,Male,18,B.Tech,Mechanical,1,6.96,61.3,Vijayawada,2021,Yes,No,Not Placed,2
STU01393,Baiju Kapadia,Female,20,MCA,Electronics,4,8.02,97.8,Mumbai,2022,No,Yes,Not Placed,3
STU01394,Mannat Handa,Female,20,M.Tech,Electrical,4,8.71,64.9,Bangalore,2020,Yes,No,In Progress,1
STU01395,Mahika Dasgupta,Male,19,MCA,Management,2,7.84,91.0,Visakhapatnam,2024,Yes,Yes,In Progress,1
STU01396,Divij Rastogi,Male,25,MCA,Commerce,1,6.81,63.5,Visakhapatnam,2024,No,Yes,Not Placed,2
STU01397,Adah Lall,Female,25,BBA,Mechanical,2,7.88,73.1,Bangalore,2024,Yes,No,In Progress,3
STU01398,Raunak Tripathi,Female,19,B.Sc,Management,2,7.56,72.2,Mumbai,2021,No,No,Placed,0
STU01399,Bhamini Doshi,Male,18,B.Com,Mechanical,1,9.01,92.5,Mumbai,2023,No,No,Placed,1
STU01400,Arhaan Bandi,Female,20,M.Tech,Civil,1,7.52,62.4,Chennai,2024,Yes,Yes,Placed,2
STU01401,Nitara Date,Male,18,B.Sc,Mechanical,2,9.61,94.6,Mumbai,2023,Yes,No,Not Placed,0
STU01402,Ahana  Ramachandran,Female,20,M.Tech,Electrical,2,7.87,69.0,Visakhapatnam,2023,Yes,No,Not Placed,2
STU01403,Anaya Ganesan,Male,23,B.Com,Civil,1,8.62,77.6,Vijayawada,2022,No,Yes,Placed,0
STU01404,Nirvaan Buch,Male,24,MBA,Electrical,3,6.59,90.8,Pune,2025,No,Yes,Placed,1
STU01405,Khushi Basak,Male,20,MBA,Mechanical,4,6.2,72.6,Pune,2019,No,No,In Progress,2
STU01406,Renee Konda,Female,23,B.Sc,Electronics,2,6.14,90.9,Hyderabad,2020,Yes,Yes,In Progress,1
STU01407,Hunar Lata,Female,20,B.Sc,Computer Science,1,8.77,78.6,Delhi,2021,No,No,In Progress,2
STU01408,Ojas Lata,Male,21,B.Sc,Mechanical,4,8.93,95.1,Vijayawada,2019,Yes,Yes,Placed,3
STU01409,Parinaaz Mangat,Male,17,M.Tech,Computer Science,3,7.48,73.2,Chennai,2019,Yes,Yes,In Progress,1
STU01410,Ojas Dayal,Male,17,MCA,Commerce,3,5.6,71.5,Visakhapatnam,2024,No,No,Placed,3
STU01411,Amani Dutta,Female,17,BBA,Computer Science,2,8.05,63.5,Chennai,2024,Yes,Yes,In Progress,1
STU01412,Renee Sem,Female,19,B.Tech,Mechanical,2,9.23,95.1,Hyderabad,2019,No,No,Placed,0
STU01413,Adira Dubey,Male,24,B.Tech,Computer Science,4,5.95,94.7,Chennai,2022,Yes,Yes,In Progress,2
STU01414,Ayesha Thaker,Female,26,M.Tech,Commerce,4,6.35,83.7,Visakhapatnam,2020,Yes,Yes,Not Placed,3
STU01415,Tejas Goyal,Male,21,B.Com,Mechanical,1,6.27,84.7,Chennai,2024,No,Yes,Placed,0
STU01416,Kiara Joshi,Male,19,B.Com,Computer Science,4,7.76,95.0,Vijayawada,2024,Yes,No,Not Placed,1
STU01417,Zeeshan Deshmukh,Male,17,B.Tech,Management,2,9.14,97.8,Visakhapatnam,2024,No,No,In Progress,2
STU01418,Nakul Agarwal,Male,21,B.Sc,Management,4,5.57,63.7,Visakhapatnam,2025,No,Yes,Not Placed,2
STU01419,Kiaan Babu,Female,18,MBA,Electrical,3,6.82,95.1,Chennai,2022,Yes,Yes,Placed,1
STU01420,Kaira Bail,Female,17,BBA,Computer Science,4,7.06,66.2,Chennai,2019,Yes,No,In Progress,0
STU01421,Navya Jani,Male,19,BBA,Commerce,1,7.33,82.5,Vijayawada,2022,No,Yes,In Progress,0
STU01422,Gatik Suri,Female,17,B.Com,Electrical,3,6.18,93.4,Visakhapatnam,2025,Yes,Yes,Placed,0
STU01423,Raunak Hegde,Female,21,B.Tech,Electronics,3,9.61,81.4,Bangalore,2022,No,No,Not Placed,3
STU01424,Nitara Jhaveri,Female,18,MBA,Commerce,3,6.73,92.1,Chennai,2021,Yes,No,Not Placed,3
STU01425,Madhup Deshpande,Male,17,BBA,Computer Science,1,7.89,89.2,Mumbai,2019,Yes,Yes,In Progress,1
STU01426,Nirvi Sawhney,Male,25,B.Tech,Civil,4,8.78,63.4,Hyderabad,2021,Yes,No,In Progress,0
STU01427,Shaan Korpal,Male,24,MCA,Commerce,3,5.96,82.5,Bangalore,2022,Yes,No,Placed,0
STU01428,Sana Chander,Male,21,BBA,Civil,1,5.73,87.1,Delhi,2020,No,Yes,In Progress,2
STU01429,Drishya Chand,Male,26,BBA,Electrical,2,7.22,64.3,Mumbai,2025,Yes,Yes,Placed,2
STU01430,Faiyaz Swaminathan,Male,20,MBA,Management,3,7.33,76.3,Bangalore,2022,No,No,In Progress,0
STU01431,Alia Sem,Female,23,B.Com,Mechanical,2,7.23,91.3,Mumbai,2023,No,No,Placed,0
STU01432,Mamooty Dhar,Male,17,B.Com,Electronics,1,6.53,65.3,Vijayawada,2023,No,Yes,Not Placed,3
STU01433,Alia Batra,Male,24,BBA,Computer Science,3,8.2,60.9,Pune,2021,Yes,Yes,In Progress,3
STU01434,Riya Mann,Female,26,B.Tech,Electrical,1,8.72,70.0,Hyderabad,2019,Yes,Yes,Not Placed,1
STU01435,Vaibhav Brahmbhatt,Female,23,M.Tech,Commerce,1,8.87,61.6,Pune,2021,Yes,No,In Progress,1
STU01436,Anaya Desai,Female,18,M.Tech,Computer Science,2,8.04,86.0,Mumbai,2022,No,No,Not Placed,0
STU01437,Krish Chanda,Male,19,B.Sc,Mechanical,4,9.6,78.4,Delhi,2021,No,Yes,Not Placed,1
STU01438,Tushar Sathe,Male,21,B.Sc,Commerce,3,7.94,64.3,Chennai,2023,No,Yes,Not Placed,1
STU01439,Vritika Baria,Male,23,B.Tech,Mechanical,4,7.72,91.2,Hyderabad,2019,Yes,Yes,Placed,0
STU01440,Stuvan Barad,Female,26,M.Tech,Management,3,9.15,94.3,Pune,2019,Yes,Yes,Placed,0
STU01441,Ehsaan Sur,Male,25,B.Tech,Civil,1,9.1,79.1,Mumbai,2024,No,Yes,Not Placed,2
STU01442,Madhav Lalla,Female,25,MBA,Mechanical,2,6.02,96.0,Delhi,2025,No,Yes,Not Placed,0
STU01443,Himmat Aurora,Female,24,MBA,Mechanical,1,5.61,80.5,Bangalore,2025,No,No,Placed,1
STU01444,Arnav Shenoy,Female,26,BBA,Electronics,1,8.06,63.5,Vijayawada,2021,Yes,Yes,Placed,3
STU01445,Alisha Mand,Female,17,MBA,Electronics,2,8.62,74.9,Delhi,2022,No,Yes,Placed,0
STU01446,Ira Barad,Female,25,B.Com,Management,1,8.0,64.3,Visakhapatnam,2025,No,Yes,Placed,3
